cell_line,Gene Symbol,n_sgrnas,z_scored_avg_lfc,p_value,FDR
A375,MRPL17,3,-6.8648647687617546,2.717180524210906e-08,4.027422995101127e-07
A375,MRPL18,3,-7.207841842486393,4.598980962904308e-11,7.548369813478745e-10
A375,MRPL19,3,-7.0553381224305625,9.618248092037384e-10,1.5032797841764685e-08
A375,MRPL2,4,-8.586352593588582,1.6552104872104031e-29,4.755098508437204e-28
A375,MRPL20,3,-8.728091956198952,4.4926100135219583e-32,1.40717991003051e-30
A375,MRPL21,3,-5.046460028156341,0.0012682317266414942,0.012060136480718072
A375,MRPL22,3,-6.4736769080122345,5.436000176008852e-06,7.264984479046678e-05
A375,MRPL23,3,-8.244403419141204,7.839491058262402e-24,1.9178695966850158e-22
A375,MRPL24,3,-5.348135291349166,0.0009967718981234693,0.010245898135465524
A375,MRPL27,3,-7.427130266848559,3.271324569696776e-13,5.7641284552177995e-12
A375,MRPL28,3,-7.764769960172491,4.253518882390279e-17,8.456461278497218e-16
A375,MRPL3,3,-4.214860571792018,0.0037120345281371646,0.028747548973154232
A375,MRPL30,4,-8.007293913034033,2.524117107692931e-20,5.539471737477942e-19
A375,MRPL32,3,-6.551309260793893,2.239130304253957e-06,3.052177560185702e-05
A375,MRPL33,3,-9.240129372054122,2.164545102439086e-42,1.0224835919875365e-40
A375,MRPL34,3,-5.562248702277103,0.0008268135137947884,0.008958495512403113
A375,MRPL35,3,-5.28296165926501,0.001039859842682227,0.010507557653816365
A375,MRPL36,3,-5.173079542059014,0.001126359124497297,0.011079766311419303
A375,MRPL37,4,-5.740419805179806,0.0005972562379169296,0.006751377541550274
A375,MRPL38,3,-7.081115487563198,5.886399309474904e-10,9.281262303358633e-09
A375,MRPL39,3,-8.699625133267274,1.5065767367824414e-31,4.593217769962943e-30
A375,MRPL4,3,-8.438488590924056,5.7871484552076144e-27,1.5266642139328054e-25
A375,MRPL40,3,-7.532944008787914,2.35821196436317e-14,4.3394461016440566e-13
A375,MRPL41,3,-9.553301832017006,1.6466088399000393e-49,1.1526757845818317e-47
A375,MRPL42,3,-4.9522150723895635,0.001408224327926477,0.013036496759849312
A375,MRPL43,3,-8.412418841256569,1.5732018925224294e-26,4.1127992333086367e-25
A375,MRPL44,3,-6.8545283543958,3.210738183770846e-08,4.749889632655521e-07
A375,MRPL45,3,-8.463175903333308,2.224688285809478e-27,5.92935555624978e-26
A375,MRPL46,4,-8.823548046099965,7.135865419970666e-34,2.3794067177265172e-32
A375,MRPL47,3,-8.49442880907573,6.549383517403759e-28,1.771993275063804e-26
A375,MRPL48,3,-4.675409999894569,0.0019531216308651498,0.016861998448342103
A375,MRPL49,3,-7.559467629769523,1.1897998484288044e-14,2.2051146951621883e-13
